Elect,Income,Unemp
0.0612912341458909,-0.00330362326857858,0.0372957847436969
0.00119341930281935,-0.00112827059883025,0.0372957847436969
-0.0916603151758102,-0.00205096353509715,0.0372957847436969
0.00663131079884849,-0.00527703590767348,0.0382587121170903
0.0175746357502469,-0.00236529478575398,0.0401817896328318
0.0032995693071125,0.00160660372432297,0.0411419433311752
-0.0130158278505963,-0.000191460220330786,0.043059489460447
-0.0223578633564956,-0.00466616849545831,0.0459289318883997
-0.00270089338250279,0.00111790442180149,0.0478373294141601
-0.0885830979712527,-0.0023395379257507,0.0506931143155182
0.00538867528623355,-0.00211321038039691,0.0525924501191706
-0.09375709528608,-0.00265179887581346,0.0544881852840698
0.066294700759354,0.000345630751637627,0.0554347068881005
0.00022498466274401,0.000810706966186459,0.0563803334361077
0.00888739383491544,0.00011792743190675,0.0573250666192694
0.0569471951023086,0.00277851089604542,0.0573250666192694
0.00782340475797882,0.0026190923088778,0.0563803334361077
-0.0112022589918255,-1.21187982282667e-05,0.0554347068881005
-0.0156873049667303,-0.00134698063792116,0.0554347068881005
0.0217247209853524,-0.00078041119455996,0.0554347068881005
-0.0284775375909598,-0.00150167543034363,0.0554347068881005
-0.0294111382211772,-0.000718025653228427,0.0563803334361077
-0.0787398915977913,-0.000342759150490979,0.0573250666192694
0.0462264555131795,-0.00244293113212413,0.059211859631846
0.0179571860786847,-0.00290305368150356,0.0601539228197471
0.00505981796641763,0.000633672676099373,0.0610950993598108
0.0487805561209105,0.00548349589058628,0.0620353909194527
-0.0296341069558608,0.00210386076993574,0.0620353909194527
0.029474320253476,-0.000143208497255243,0.0620353909194527
-0.119485892812891,0.000172509941991805,0.0620353909194527
0.157727002776836,0.00294502458020696,0.0610950993598108
-0.127830464131286,0.00499195814366726,0.0601539228197471
0.0893732343167863,0.00642859577982757,0.059211859631846
-0.00432931526391922,-6.91941139607799e-06,0.0582689081239758
-0.104811889270396,-0.00437446037312306,0.059211859631846
0.0488240126489463,-0.0043235736898104,0.059211859631846
0.0111285385114541,0.00239563399368659,0.059211859631846
0.0282400508743905,0.00446830101443174,0.0601539228197471
-0.0291215159878724,0.00496158611694275,0.0601539228197471
0.0784570997906953,-0.000382815478578102,0.0601539228197471
-0.0358779946265744,-0.0005230697228924,0.0601539228197471
-0.026441841543132,0.00381081966312302,0.0610950993598108
0.0225160004500526,0.00768681788155834,0.0610950993598108
-0.00608243432457756,0.0045313883913165,0.0610950993598108
0.00632349859106229,-0.00292909914848294,0.0610950993598108
-0.0122893327889777,-0.010472641041358,0.0610950993598108
-0.0448035584721689,-0.00922148781255627,0.0610950993598108
0.0404276412020246,-0.00639131302072116,0.0610950993598108
-0.0429669599579896,-0.00357072702632011,0.0601539228197471
0.0683505832955282,0.00152136479045684,0.059211859631846
-0.0361188056745003,0.00394356996812717,0.0582689081239758
0.0352361722859664,0.00578704442691702,0.0573250666192694
0.0201187507882199,0.0035680881054474,0.0563803334361077
-0.0224996601288585,-0.00251922543593053,0.0554347068881005
0.0315884472981798,-0.00183186413956915,0.0563803334361077
-0.0236612237419487,-0.00885515214528909,0.0563803334361077
0.00336401611257209,0.00342783578563299,0.0563803334361077
-0.0146153178442723,0.0102116800828964,0.0554347068881005
-0.0476078953441983,0.00494752264881448,0.0544881852840698
